Image,Rating,Comment,Rater
009_S_4359_20120723_t1_stx2,Fail,"",Rater02
009_S_4359_S376827_t1_stx2,Fail,"",Rater02
009_S_4388_S383357_t1_stx2,Pass,"",Rater02
009_S_4612_20121011_t1_stx2,Pass,"",Rater02
009_S_4612_20140430_t1_stx2,Pass,"",Rater02
009_S_4741_20130115_t1_stx2,Pass,"",Rater02
009_S_4741_20140715_t1_stx2,Pass,"",Rater02
009_S_4958_20121004_t1_stx2,Pass,"",Rater02
009_S_4958_20130104_t1_stx2,Pass,"",Rater02
009_S_5176_20130828_t1_stx2,Fail,"",Rater02
010_S_0419_S115126_t1_stx2,Pass,"",Rater02
010_S_0419_S34079_t1_stx2,Pass,"",Rater02
010_S_0422_S89063_t1_stx2,Pass,"",Rater02
010_S_0472_20061122_t1_stx2,Pass,"",Rater02
010_S_0662_20060712_t1_stx2,Pass,"",Rater02
010_S_4135_20110727_t1_stx2,Pass,"",Rater02
011_S_0021_20111013_t1_stx2,Pass,"",Rater02
011_S_0183_20080409_t1_stx2,Pass,"",Rater02
011_S_0326_20070411_t1_stx2,Pass,"",Rater02
011_S_0856_20060915_t1_stx2,Pass,"",Rater02
011_S_0856_20070925_t1_stx2,Pass,"",Rater02
011_S_0861_20060927_t1_stx2,Pass,"",Rater02
011_S_0861_S29700_t1_stx2,Pass,"",Rater02
011_S_0861_S57184_t1_stx2,Pass,"",Rater02
011_S_1080_20081205_t1_stx2,Pass,"",Rater02
011_S_4075_20150611_t1_stx2,Pass,"",Rater02
011_S_4222_20110914_t1_stx2,Pass,"",Rater02
011_S_4278_20121025_t1_stx2,Pass,"",Rater02
011_S_4893_20140917_t1_stx2,Pass,"",Rater02
012_S_0634_20070103_t1_stx2,Fail,"",Rater02
012_S_0712_20070116_t1_stx2,Pass,"",Rater02
012_S_0712_20070725_t1_stx2,Pass,"",Rater02
012_S_0803_20060922_t1_stx2,Pass,"",Rater02
012_S_0803_20071009_t1_stx2,Pass,"",Rater02
012_S_1009_20081209_t1_stx2,Pass,"",Rater02
012_S_1009_S22179_t1_stx2,Pass,"",Rater02
012_S_4128_20110729_t1_stx2,Pass,"",Rater02
012_S_4128_S163094_t1_stx2,Fail,Raw QC Error,Rater02
012_S_4026_S152993_t1_stx2,Fail,Raw QC Error,Rater02
012_S_4188_S203431_t1_stx2,Fail,Raw QC Error,Rater02
012_S_4545_S143912_t1_stx2,Fail,Raw QC Error,Rater02
012_S_4545_S155584_t1_stx2,Fail,Raw QC Error,Rater02
012_S_4545_S185754_t1_stx2,Fail,Raw QC Error,Rater02
012_S_4987_S173242_t1_stx2,Fail,Raw QC Error,Rater02
012_S_5157_20150624_t1_stx2,Pass,"",Rater02
012_S_5213_S195995_t1_stx2,Fail,Raw QC Problem,Rater02
013_S_0240_S12307_t1_stx2,Pass,"",Rater02
013_S_0575_20091012_t1_stx2,Fail,"",Rater02
013_S_0996_20071106_t1_stx2,Pass,"",Rater02
013_S_1035_20070530_t1_stx2,Pass,"",Rater02
013_S_1120_20070605_t1_stx2,Pass,"",Rater02
013_S_1120_20080603_t1_stx2,Pass,"",Rater02
013_S_1161_20070702_t1_stx2,Pass,"",Rater02
013_S_1275_20080325_t1_stx2,Pass,"",Rater02
013_S_1276_20090331_t1_stx2,Pass,"",Rater02
013_S_4580_20121015_t1_stx2,Pass,"",Rater02
013_S_4616_20140424_t1_stx2,Pass,"",Rater02
013_S_4985_20141117_t1_stx2,Pass,"",Rater02
013_S_6206_S702490_t1_stx2,Pass,"",Rater02
014_S_0169_20090223_t1_stx2,Pass,"",Rater02
014_S_0328_20060322_t1_stx2,Pass,"",Rater02
014_S_0519_20070523_t1_stx2,Pass,"",Rater02
014_S_0519_20080626_t1_stx2,Pass,"",Rater02
014_S_0548_20080625_t1_stx2,Fail,"",Rater02
014_S_0548_20100730_t1_stx2,Fail,"",Rater02
014_S_0563_20101004_t1_stx2,Pass,"",Rater02
014_S_1095_20061203_t1_stx2,Pass,"",Rater02
014_S_2185_20101210_t1_stx2,Pass,"",Rater02
014_S_2308_20140514_t1_stx2,Pass,"",Rater02
014_S_2308_S434458_t1_stx2,Pass,"",Rater02
014_S_4058_20120607_t1_stx2,Pass,"",Rater02
014_S_4079_20110922_t1_stx2,Fail,"",Rater02
014_S_4328_20120419_t1_stx2,Pass,"",Rater02
014_S_4328_20121108_t1_stx2,Pass,"",Rater02
014_S_6076_S747093_t1_stx2,Pass,"",Rater02
014_S_6199_S825402_t1_stx2,Pass,"",Rater02
016_S_0538_20080812_t1_stx2,Pass,"",Rater02
016_S_0538_20090817_t1_stx2,Pass,"",Rater02
016_S_0702_20110829_t1_stx2,Pass,"",Rater02
016_S_1117_20071012_t1_stx2,Pass,"",Rater02
016_S_1117_20071221_t1_stx2,Pass,"",Rater02
016_S_1121_20070628_t1_stx2,Pass,"",Rater02
016_S_1121_20081215_t1_stx2,Pass,"",Rater02
016_S_1121_20081223_t1_stx2,Pass,"",Rater02
016_S_1121_20091216_t1_stx2,Pass,"",Rater02
016_S_2031_S90390_t1_stx2,Pass,"",Rater02
016_S_2031_S99350_t1_stx2,Pass,"",Rater02
016_S_4097_20120118_t1_stx2,Pass,"",Rater02
016_S_4591_20121004_t1_stx2,Fail,"",Rater02
016_S_4951_S326188_t1_stx2,Pass,"",Rater02
016_S_6381_S688087_t1_stx2,Pass,"",Rater02
018_S_0043_20100219_t1_stx2,Pass,"",Rater02
018_S_0055_20110518_t1_stx2,Pass,"",Rater02
005_S_0546_S206861_t1_stx2,Pass,"",Rater03
007_S_0070_20070319_t1_stx2,Pass,"",Rater03
007_S_1206_20070117_t1_stx2,Pass,"",Rater03
009_S_0751_20070827_t1_stx2,Pass,"",Rater03
009_S_0751_S585522_t1_stx2,Pass,"",Rater03
009_S_4543_20120604_t1_stx2,Pass,"",Rater03
002_S_0782_20060814_t1_stx2,Pass,"",Rater01
002_S_0816_20080128_t1_stx2,Pass,"",Rater01
002_S_4219_20121003_t1_stx2,Pass,"",Rater01
002_S_0729_20100722_t1_stx2,Pass,"",Rater01
002_S_0816_20070328_t1_stx2,Pass,"",Rater01
009_S_2208_20131219_t1_stx2,Pass,"",Rater01
010_S_0829_20070208_t1_stx2,Pass,"",Rater01
014_S_4401_20121220_t1_stx2,Pass,"",Rater01
018_S_0057_20080201_t1_stx2,Pass,"",Rater01
018_S_0057_S18004_t1_stx2,Pass,"",Rater01
018_S_2133_20121218_t1_stx2,Pass,"",Rater01
021_S_0642_20060628_t1_stx2,Pass,"",Rater01
021_S_1109_20061205_t1_stx2,Pass,"",Rater01
021_S_1109_20080110_t1_stx2,Pass,"",Rater01
021_S_2077_S124607_t1_stx2,Pass,"",Rater01
021_S_2125_S204797_t1_stx2,Pass,"",Rater01
021_S_2125_S98047_t1_stx2,Pass,"",Rater01
021_S_4245_S333744_t1_stx2,Pass,"",Rater01
021_S_4254_20110926_t1_stx2,Pass,"",Rater01
021_S_4254_20121003_t1_stx2,Pass,"",Rater01
021_S_4402_20111214_t1_stx2,Pass,"",Rater01
021_S_4402_20120730_t1_stx2,Pass,"",Rater01
021_S_4419_20111219_t1_stx2,Pass,"",Rater01
021_S_4744_S583445_t1_stx2,Pass,"",Rater01
021_S_5177_20130827_t1_stx2,Fail,"",Rater01
021_S_5237_20130930_t1_stx2,Fail,"",Rater01
022_S_0004_20050922_t1_stx2,Pass,"",Rater01
022_S_0004_20070525_t1_stx2,Pass,"",Rater01
022_S_0004_20081209_t1_stx2,Pass,"",Rater01
022_S_0066_20061218_t1_stx2,Pass,"",Rater01
022_S_1394_20100628_t1_stx2,Pass,"",Rater01
022_S_2087_20121102_t1_stx2,Pass,"",Rater01
022_S_2167_20130315_t1_stx2,Pass,"",Rater01
022_S_2167_20131220_t1_stx2,Pass,"",Rater01
022_S_4173_20110913_t1_stx2,Pass,"",Rater01
022_S_4173_20130927_t1_stx2,Pass,"",Rater01
022_S_4320_20120210_t1_stx2,Pass,"",Rater01
023_S_0030_S9441_t1_stx2,Pass,"",Rater01
023_S_0031_20060417_t1_stx2,Pass,"",Rater01
023_S_0042_20061109_t1_stx2,Pass,"",Rater01
023_S_0042_20110413_t1_stx2,Pass,"",Rater01
023_S_0058_20051130_t1_stx2,Pass,"",Rater01
023_S_0078_20070110_t1_stx2,Pass,"",Rater01
023_S_0081_20060110_t1_stx2,Pass,"",Rater01
023_S_0126_20060119_t1_stx2,Pass,"",Rater01
023_S_0217_20100312_t1_stx2,Pass,"",Rater01
023_S_0376_20080415_t1_stx2,Pass,"",Rater01
023_S_0376_20110419_t1_stx2,Pass,"",Rater01
023_S_0388_20070417_t1_stx2,Pass,"",Rater01
023_S_0916_20070424_t1_stx2,Pass,"",Rater01
023_S_0916_20080930_t1_stx2,Pass,"",Rater01
023_S_0926_20070403_t1_stx2,Pass,"",Rater01
023_S_0963_20061004_t1_stx2,Pass,"",Rater01
023_S_1046_20071106_t1_stx2,Pass,"",Rater01
023_S_1046_20091105_t1_stx2,Pass,"",Rater01
023_S_1262_20070904_t1_stx2,Pass,"",Rater01
023_S_2068_20101201_t1_stx2,Pass,"",Rater01
023_S_2068_20110502_t1_stx2,Pass,"",Rater01
023_S_4035_20110728_t1_stx2,Pass,"",Rater01
023_S_4035_20130904_t1_stx2,Pass,"",Rater01
023_S_4122_20130305_t1_stx2,Pass,"",Rater01
023_S_4448_20120816_t1_stx2,Pass,"",Rater01
023_S_4448_20130228_t1_stx2,Pass,"",Rater01
023_S_4448_S641649_t1_stx2,Pass,"",Rater01
023_S_4501_20130509_t1_stx2,Pass,"",Rater01
023_S_5241_20130809_t1_stx2,Pass,"",Rater01
023_S_6399_S841096_t1_stx2,Pass,"",Rater01
023_S_6547_S713632_t1_stx2,Pass,"",Rater01
024_S_0985_20070504_t1_stx2,Pass,"",Rater01
024_S_1171_20070104_t1_stx2,Pass,"",Rater01
024_S_1171_20070709_t1_stx2,Pass,"",Rater01
024_S_1171_20090113_t1_stx2,Pass,"",Rater01
024_S_1307_20070904_t1_stx2,Pass,"",Rater01
024_S_1307_20080228_t1_stx2,Pass,"",Rater01
024_S_2239_20111206_t1_stx2,Pass,"",Rater01
024_S_4084_S593356_t1_stx2,Pass,"",Rater01
024_S_4158_20120820_t1_stx2,Pass,"",Rater01
024_S_4223_20120319_t1_stx2,Pass,"",Rater01
024_S_4674_S454229_t1_stx2,Pass,"",Rater01
024_S_5054_20121220_t1_stx2,Pass,"",Rater01
027_S_0074_20080107_t1_stx2,Pass,"",Rater01
027_S_0074_S213408_t1_stx2,Pass,"",Rater01
027_S_0116_20060127_t1_stx2,Pass,"",Rater01
027_S_0116_20060906_t1_stx2,Pass,"",Rater01
027_S_0256_20110408_t1_stx2,Pass,"",Rater01
027_S_0307_20060406_t1_stx2,Pass,"",Rater01
027_S_0307_20060511_t1_stx2,Pass,"",Rater01
027_S_0307_20061020_t1_stx2,Pass,"",Rater01
027_S_0307_20110505_t1_stx2,Pass,"",Rater01
027_S_0307_S155238_t1_stx2,Pass,"",Rater01
027_S_0403_20070516_t1_stx2,Pass,"",Rater01
027_S_0403_20090512_t1_stx2,Pass,"",Rater01
027_S_0404_20080512_t1_stx2,Pass,"",Rater01
027_S_0408_20080520_t1_stx2,Pass,"",Rater01
027_S_0408_S148820_t1_stx2,Pass,"",Rater01
027_S_0408_S193978_t1_stx2,Pass,Wrap-around,Rater01
003_S_1257_20070301_t1_stx2,Pass,ventricles,Rater03
003_S_4288_20120524_t1_stx2,Pass,"",Rater03
003_S_4354_20120710_t1_stx2,Pass,"",Rater03
005_S_5119_20140422_t1_stx2,Pass,"",Rater03
006_S_0498_20060626_t1_stx2,Pass,"",Rater03
006_S_0498_20070925_t1_stx2,Pass,"",Rater03
006_S_4867_20120807_t1_stx2,Pass,problem with Y-scale due to asymmetry,Rater03
007_S_0128_20070215_t1_stx2,Pass,"",Rater03
007_S_0128_20100224_t1_stx2,Pass,"",Rater03
007_S_4272_20121022_t1_stx2,Pass,"",Rater03
007_S_4467_20120730_t1_stx2,Pass,Problems in Y-scale due to asymmetry,Rater03
007_S_4488_20130214_t1_stx2,Pass,"",Rater03
007_S_4488_S736953_t1_stx2,Pass,"",Rater03
007_S_4620_20120705_t1_stx2,Pass,"",Rater03
007_S_4620_20130415_t1_stx2,Pass,"",Rater03
009_S_0862_20070404_t1_stx2,Pass,"",Rater03
009_S_1354_20070306_t1_stx2,Pass,"",Rater03
009_S_2381_20111208_t1_stx2,Pass,"",Rater03
009_S_4612_20130501_t1_stx2,Pass,"",Rater03
009_S_5125_20130723_t1_stx2,Pass,"",Rater03
009_S_5147_20130417_t1_stx2,Pass,"",Rater03
009_S_5147_20140512_t1_stx2,Pass,"",Rater03
009_S_5176_20130515_t1_stx2,Fail,"",Rater03
010_S_0829_S46877_t1_stx2,Pass,"",Rater03
011_S_0003_20050901_t1_stx2,Pass,"",Rater03
011_S_0010_20051107_t1_stx2,Pass,"",Rater03
011_S_0010_20061109_t1_stx2,Pass,"",Rater03
011_S_0022_20061019_t1_stx2,Pass,"",Rater03
011_S_0861_20081007_t1_stx2,Pass,"",Rater03
011_S_1080_20080613_t1_stx2,Pass,"",Rater03
011_S_1282_S45922_t1_stx2,Pass,"",Rater03
011_S_4105_20110708_t1_stx2,Pass,"",Rater03
011_S_4120_20110715_t1_stx2,Pass,"",Rater03
011_S_4120_20120724_t1_stx2,Pass,"",Rater03
011_S_4949_S203967_t1_stx2,Pass,"",Rater03
012_S_0637_20070108_t1_stx2,Pass,"",Rater03
012_S_0637_20070705_t1_stx2,Pass,"",Rater03
012_S_0803_20070404_t1_stx2,Pass,"",Rater03
012_S_0932_20070502_t1_stx2,Pass,"",Rater03
012_S_0932_20080509_t1_stx2,Pass,"",Rater03
012_S_0932_20081020_t1_stx2,Pass,"",Rater03
012_S_1033_20071203_t1_stx2,Pass,"",Rater03
012_S_1165_20070712_t1_stx2,Pass,"",Rater03
012_S_1165_20080207_t1_stx2,Pass,"",Rater03
012_S_1165_20080717_t1_stx2,Pass,"",Rater03
012_S_1175_20070105_t1_stx2,Pass,"",Rater03
012_S_1292_20080325_t1_stx2,Pass,"",Rater03
012_S_1292_20080922_t1_stx2,Pass,"",Rater03
012_S_1292_S28409_t1_stx2,Pass,"",Rater03
012_S_4094_20110707_t1_stx2,Pass,"",Rater03
012_S_4188_S168714_t1_stx2,Fail,failed on raw scan level,Rater03
012_S_4188_S609790_t1_stx2,Fail,"",Rater03
012_S_4642_S146874_t1_stx2,Fail,"",Rater03
012_S_4849_S158717_t1_stx2,Fail,"",Rater03
012_S_5121_20130315_t1_stx2,Fail,"",Rater03
012_S_5195_S384735_t1_stx2,Pass,"",Rater03
012_S_5213_S274149_t1_stx2,Pass,"",Rater03
012_S_6073_S612470_t1_stx2,Pass,"",Rater03
013_S_0240_S29656_t1_stx2,Pass,"",Rater03
013_S_0325_20060419_t1_stx2,Pass,"",Rater03
013_S_0502_S27531_t1_stx2,Pass,"",Rater03
013_S_0502_S39678_t1_stx2,Pass,"",Rater03
013_S_1186_20110223_t1_stx2,Pass,"",Rater03
013_S_2324_20111006_t1_stx2,Pass,"",Rater03
013_S_4268_20120119_t1_stx2,Pass,"",Rater03
013_S_4268_20131120_t1_stx2,Pass,"",Rater03
013_S_4395_S413784_t1_stx2,Pass,"",Rater03
013_S_4580_20120702_t1_stx2,Pass,"",Rater03
013_S_4580_20130423_t1_stx2,Pass,"",Rater03
013_S_4791_20121219_t1_stx2,Pass,"",Rater03
013_S_4985_20120705_t1_stx2,Pass,"",Rater03
014_S_0169_20060207_t1_stx2,Pass,"",Rater03
014_S_0519_20061207_t1_stx2,Pass,"",Rater03
014_S_0519_20130508_t1_stx2,Pass,"",Rater03
014_S_0557_20070626_t1_stx2,Pass,"",Rater03
014_S_0558_20090707_t1_stx2,Pass,"",Rater03
014_S_0563_20080223_t1_stx2,Pass,"",Rater03
014_S_0563_20080722_t1_stx2,Pass,"",Rater03
014_S_0658_20090731_t1_stx2,Pass,"",Rater03
014_S_1095_20080129_t1_stx2,Pass,"",Rater03
014_S_2185_20110707_t1_stx2,Pass,"",Rater03
014_S_2185_20120113_t1_stx2,Pass,"",Rater03
014_S_4068_20110609_t1_stx2,Pass,"",Rater03
014_S_4079_20111215_t1_stx2,Pass,"",Rater03
014_S_4263_20120105_t1_stx2,Pass,"",Rater03
014_S_4328_20120209_t1_stx2,Pass,"",Rater03
014_S_4401_20140213_t1_stx2,Pass,"",Rater03
014_S_4576_20140409_t1_stx2,Pass,"",Rater03
014_S_6087_S628116_t1_stx2,Pass,"",Rater03
014_S_6424_S718042_t1_stx2,Pass,"",Rater03
016_S_0359_20130924_t1_stx2,Pass,"",Rater03
016_S_0538_20070301_t1_stx2,Pass,"",Rater03
016_S_0991_20070730_t1_stx2,Pass,"",Rater03
016_S_1092_20061211_t1_stx2,Pass,"",Rater03
016_S_1117_20061201_t1_stx2,Pass,"",Rater03
016_S_1117_20070108_t1_stx2,Pass,"",Rater03
016_S_1138_20061228_t1_stx2,Pass,"",Rater03
016_S_1326_20070402_t1_stx2,Pass,"",Rater03
016_S_1326_20090413_t1_stx2,Pass,"",Rater03
016_S_2031_S94744_t1_stx2,Pass,"",Rater03
016_S_2284_S99610_t1_stx2,Pass,"",Rater03
016_S_4353_20111118_t1_stx2,Pass,"",Rater03
016_S_4638_20130904_t1_stx2,Pass,"",Rater03
016_S_4902_20121107_t1_stx2,Pass,"",Rater03
016_S_4951_20130103_t1_stx2,Pass,"",Rater03
016_S_4963_20121010_t1_stx2,Pass,"",Rater03
016_S_5007_20140203_t1_stx2,Pass,"",Rater03
016_S_5032_20130829_t1_stx2,Pass,"",Rater03
016_S_5251_20130809_t1_stx2,Pass,"",Rater03
016_S_6789_S846384_t1_stx2,Pass,"",Rater03
018_S_0043_S10493_t1_stx2,Pass,"",Rater03
018_S_0055_20150706_t1_stx2,Pass,"",Rater03
018_S_0057_20060818_t1_stx2,Pass,"",Rater03
018_S_0057_S10210_t1_stx2,Pass,"",Rater03
018_S_0057_S24908_t1_stx2,Pass,"",Rater03
018_S_0142_20090211_t1_stx2,Pass,"",Rater03
018_S_0286_20080515_t1_stx2,Pass,"",Rater03
018_S_0369_20060330_t1_stx2,Pass,"",Rater03
018_S_0369_20080513_t1_stx2,Pass,"",Rater03
018_S_0406_20061205_t1_stx2,Pass,"",Rater03
018_S_0425_20060619_t1_stx2,Pass,"",Rater03
018_S_0450_20070612_t1_stx2,Pass,"",Rater03
018_S_0450_S43504_t1_stx2,Fail,missing lower cerebellum,Rater03
018_S_0633_20060717_t1_stx2,Pass,"",Rater03
018_S_0633_20070119_t1_stx2,Pass,"",Rater03
018_S_2133_20120124_t1_stx2,Pass,"",Rater03
018_S_4257_20111024_t1_stx2,Pass,"",Rater03
018_S_4400_20130102_t1_stx2,Pass,"",Rater03
018_S_4696_20120803_t1_stx2,Pass,"",Rater03
018_S_4868_20140731_t1_stx2,Pass,"",Rater03
019_S_4252_20110928_t1_stx2,Pass,"",Rater03
019_S_4252_20111214_t1_stx2,Pass,"",Rater03
019_S_4252_20120424_t1_stx2,Pass,"",Rater03
019_S_4285_20111013_t1_stx2,Pass,"",Rater03
019_S_4293_S126062_t1_stx2,Pass,"",Rater03
019_S_4367_S322066_t1_stx2,Pass,"",Rater03
019_S_4548_20120827_t1_stx2,Pass,"",Rater03
019_S_4680_20140416_t1_stx2,Fail,"",Rater03
019_S_5019_20130514_t1_stx2,Pass,"",Rater03
019_S_6712_S812815_t1_stx2,Pass,"",Rater03
020_S_1288_20070221_t1_stx2,Pass,"",Rater03
020_S_1288_20100312_t1_stx2,Pass,"",Rater03
020_S_5203_S644492_t1_stx2,Pass,"",Rater03
020_S_5203_S757742_t1_stx2,Pass,"",Rater03
020_S_6227_S660891_t1_stx2,Pass,"",Rater03
020_S_6513_S711472_t1_stx2,Pass,"",Rater03
021_S_0159_20060130_t1_stx2,Pass,"",Rater03
021_S_0231_20060912_t1_stx2,Pass,"",Rater03
021_S_0337_20061024_t1_stx2,Pass,"",Rater03
021_S_0337_S216963_t1_stx2,Pass,"",Rater03
021_S_0337_S571517_t1_stx2,Pass,"",Rater03
021_S_0424_20061110_t1_stx2,Pass,"",Rater03
021_S_0626_S159488_t1_stx2,Pass,"",Rater03
021_S_0642_20070124_t1_stx2,Pass,"",Rater03
021_S_0753_20070913_t1_stx2,Pass,"",Rater03
021_S_0984_20070629_t1_stx2,Pass,"",Rater03
021_S_0984_20071213_t1_stx2,Pass,"",Rater03
021_S_2077_S101446_t1_stx2,Pass,"",Rater03
021_S_2077_S234312_t1_stx2,Pass,"",Rater03
021_S_4421_20120329_t1_stx2,Pass,"",Rater03
021_S_4558_20120302_t1_stx2,Pass,"",Rater03
021_S_4659_20140417_t1_stx2,Pass,"",Rater03
021_S_4718_20120516_t1_stx2,Pass,"",Rater03
021_S_4744_20121204_t1_stx2,Pass,"",Rater03
021_S_4744_S465251_t1_stx2,Pass,"",Rater03
021_S_5129_20130327_t1_stx2,Pass,"",Rater03
021_S_5194_20130529_t1_stx2,Pass,"",Rater03
022_S_0004_20060525_t1_stx2,Pass,"",Rater03
022_S_0014_20050929_t1_stx2,Pass,"",Rater03
022_S_0066_20090403_t1_stx2,Pass,"",Rater03
022_S_0543_20080611_t1_stx2,Pass,"",Rater03
022_S_0544_20061204_t1_stx2,Pass,"",Rater03
022_S_0544_20071128_t1_stx2,Pass,"",Rater03
022_S_0544_20080514_t1_stx2,Pass,"",Rater03
022_S_0750_20080829_t1_stx2,Pass,"",Rater03
022_S_1097_20081209_t1_stx2,Pass,"",Rater03
022_S_2087_20101005_t1_stx2,Pass,"",Rater03
022_S_2167_20120228_t1_stx2,Pass,"",Rater03
022_S_4320_20111109_t1_stx2,Pass,"",Rater03
022_S_4320_20120720_t1_stx2,Pass,"",Rater03
022_S_5004_S547806_t1_stx2,Fail,"",Rater03
022_S_6069_S600949_t1_stx2,Pass,"",Rater03
023_S_0030_20051010_t1_stx2,Pass,"",Rater03
023_S_0030_S20023_t1_stx2,Pass,"",Rater03
023_S_0031_20051028_t1_stx2,Pass,"",Rater03
023_S_0031_20120920_t1_stx2,Pass,"",Rater03
023_S_0042_20060503_t1_stx2,Pass,"",Rater03
023_S_0042_20130123_t1_stx2,Pass,"",Rater03
023_S_0058_20071206_t1_stx2,Pass,"",Rater03
023_S_0078_20070724_t1_stx2,Pass,"",Rater03
023_S_0083_20070108_t1_stx2,Pass,"",Rater03
023_S_0126_20070321_t1_stx2,Pass,"",Rater03
023_S_0126_20080229_t1_stx2,Pass,"",Rater03
023_S_0217_20060221_t1_stx2,Pass,"",Rater03
023_S_0217_20070302_t1_stx2,Pass,"",Rater03
023_S_0331_20110504_t1_stx2,Pass,"",Rater03
023_S_0331_20130410_t1_stx2,Pass,"",Rater03
023_S_0376_20070320_t1_stx2,Pass,"",Rater03
023_S_0388_20060504_t1_stx2,Pass,"",Rater03
023_S_0388_20090415_t1_stx2,Pass,"",Rater03
023_S_0604_20090710_t1_stx2,Pass,"",Rater03
023_S_0926_20091030_t1_stx2,Pass,"",Rater03
023_S_0963_20070402_t1_stx2,Pass,"",Rater03
023_S_0963_20091028_t1_stx2,Pass,"",Rater03
023_S_1046_20080530_t1_stx2,Pass,"",Rater03
023_S_1104_20061205_t1_stx2,Pass,"",Rater03
023_S_1126_20080618_t1_stx2,Pass,"",Rater03
023_S_1289_20070810_t1_stx2,Pass,"",Rater03
023_S_2068_20100917_t1_stx2,Pass,"",Rater03
023_S_2068_20121017_t1_stx2,Pass,"",Rater03
023_S_4034_20111116_t1_stx2,Pass,"",Rater03
023_S_4034_20120726_t1_stx2,Pass,"",Rater03
023_S_4115_20111129_t1_stx2,Pass,"",Rater03
023_S_4243_20130222_t1_stx2,Pass,"",Rater03
023_S_4448_20140212_t1_stx2,Pass,"",Rater03
023_S_4501_20121101_t1_stx2,Pass,"",Rater03
023_S_4502_S417003_t1_stx2,Pass,"",Rater03
023_S_4796_20131018_t1_stx2,Pass,"",Rater03
023_S_4796_20141104_t1_stx2,Pass,"",Rater03
023_S_6723_S817244_t1_stx2,Pass,"",Rater03
024_S_2239_S828347_t1_stx2,Pass,"",Rater03
024_S_4223_20111220_t1_stx2,Pass,"",Rater03
024_S_4392_20140110_t1_stx2,Pass,"",Rater03
024_S_4674_S835655_t1_stx2,Pass,"",Rater03
027_S_0118_20060224_t1_stx2,Pass,"",Rater03
027_S_0118_20070212_t1_stx2,Pass,"",Rater03
027_S_0179_20070917_t1_stx2,Pass,"",Rater03
027_S_0256_20080409_t1_stx2,Pass,"",Rater03
027_S_0307_20070507_t1_stx2,Pass,"",Rater03
027_S_0307_20071114_t1_stx2,Pass,"",Rater03
027_S_0307_S193059_t1_stx2,Pass,"",Rater03
027_S_0403_20100429_t1_stx2,Pass,"",Rater03
027_S_0403_S108733_t1_stx2,Pass,"",Rater03
027_S_0404_20061122_t1_stx2,Pass,"",Rater03
027_S_0461_20070625_t1_stx2,Pass,"",Rater03
027_S_0835_20070322_t1_stx2,Pass,"",Rater03
027_S_0835_20090903_t1_stx2,Pass,"",Rater03
027_S_0835_S168351_t1_stx2,Pass,"",Rater03
027_S_0850_20070326_t1_stx2,Pass,"",Rater03
027_S_0850_20081014_t1_stx2,Pass,"",Rater03
027_S_1045_20070525_t1_stx2,Pass,"",Rater03
027_S_1081_20070822_t1_stx2,Pass,"",Rater03
027_S_1277_20080219_t1_stx2,Pass,"",Rater03
027_S_1277_S45806_t1_stx2,Pass,"",Rater03
027_S_1277_S45870_t1_stx2,Pass,"",Rater03
027_S_1385_20070326_t1_stx2,Pass,"",Rater03
018_S_0142_20080303_t1_stx2,Pass,"",Rater02
018_S_0142_S416303_t1_stx2,Pass,"",Rater02
018_S_0286_20070515_t1_stx2,Pass,"",Rater02
018_S_0425_20070615_t1_stx2,Pass,"",Rater02
018_S_0633_20080728_t1_stx2,Pass,"",Rater02
018_S_0682_20070202_t1_stx2,Fail,"",Rater02
018_S_4696_20121101_t1_stx2,Pass,"",Rater02
018_S_4733_20121130_t1_stx2,Pass,"",Rater02
018_S_4809_20130625_t1_stx2,Pass,"",Rater02
018_S_4889_20121114_t1_stx2,Pass,"",Rater02
018_S_4889_20140813_t1_stx2,Pass,"",Rater02
019_S_4252_20131017_t1_stx2,Pass,"",Rater02
019_S_4285_20120430_t1_stx2,Pass,"",Rater02
019_S_4293_S213177_t1_stx2,Pass,"",Rater02
019_S_4367_20121119_t1_stx2,Pass,"",Rater02
019_S_4477_20140206_t1_stx2,Pass,"",Rater02
019_S_4549_20120723_t1_stx2,Pass,"",Rater02
019_S_4549_20130313_t1_stx2,Pass,"",Rater02
019_S_4680_20130506_t1_stx2,Fail,Raw QC Error,Rater02
019_S_4680_S188697_t1_stx2,Pass,"",Rater02
019_S_5180_20130522_t1_stx2,Pass,"",Rater02
020_S_0899_20080109_t1_stx2,Pass,"",Rater02
020_S_1288_20070313_t1_stx2,Pass,"",Rater02
020_S_4920_20120913_t1_stx2,Pass,"",Rater02
020_S_6185_S785768_t1_stx2,Pass,"",Rater02
020_S_6282_S674862_t1_stx2,Pass,"",Rater02
021_S_0141_20060123_t1_stx2,Pass,"",Rater02
021_S_0141_20060808_t1_stx2,Pass,"",Rater02
021_S_0141_20070222_t1_stx2,Pass,"",Rater02
021_S_0141_20090224_t1_stx2,Pass,"",Rater02
021_S_0159_20060908_t1_stx2,Pass,"",Rater02
021_S_0159_20070305_t1_stx2,Pass,"",Rater02
021_S_0159_20100316_t1_stx2,Pass,"",Rater02
021_S_0159_S183373_t1_stx2,Pass,"",Rater02
021_S_0231_20080312_t1_stx2,Pass,"",Rater02
021_S_0273_20060314_t1_stx2,Pass,"",Rater02
021_S_0332_20070425_t1_stx2,Pass,"",Rater02
